URL,AÑO,MES,TIPO DE FUENTE,CATEGORÍA,SUBCATEGORÍA,INSIGHT,RESUMEN
https://www.linkedin.com/posts/paulacolasbeltran_chestnut-polysaccharides-for-an-optimized-activity-7417807848815910913-6mF6,2025,DICIEMBRE,POST TÉCNICO,I+D E INNOVACIÓN,INGREDIENTES ACTIVOS,Los polisacáridos del castaño ofrecen una alternativa natural y técnica para optimizar la barrera cutánea sin el uso de polímeros sintéticos.,"Paula Colás destaca la investigación sobre polisacáridos derivados del castaño, enfocándose en su capacidad para formar biopelículas protectoras que retienen la hidratación y mejoran la resistencia de la piel frente a agresores externos."
https://www.globalcosmeticsnews.com/sparxell-raises-5m-pre-series-a-to-scale-plant-based-colour-technology/,2026,ENERO,NOTICIA FINANCIERA,ESG Y SOSTENIBILIDAD,BIOMATERIALES,La inversión en Sparxell marca el fin de la dependencia de pigmentos sintéticos y metales pesados en la cosmética de color.,Sparxell recauda $5M en una ronda Pre-Serie A para escalar su tecnología de pigmentos basados en celulosa vegetal. Estos pigmentos biodegradables imitan la coloración estructural de la naturaleza (como las alas de mariposa) sin toxicidad.
https://www.businessoffashion.com/podcasts/marketing-pr/the-new-rules-for-influencer-marketing-the-debrief/,2026,FEBRERO,ANÁLISIS ESTRATÉGICO,MARKETING Y COMUNICACIÓN,INFLUENCER MARKETING,"El ROI del Influencer Marketing en 2026 se mide por la ""afinidad de comunidad"" y no por el alcance masivo; la era del mega-influencer da paso al experto nicho.","BoF discute las nuevas reglas del marketing de influencia, donde la transparencia radical y la co-creación de productos son esenciales para mantener la credibilidad ante una audiencia que detecta instantáneamente el contenido inauténtico."
https://kreab.com/espana/actualidad/2026-la-era-de-la-conexion-consciente/,2026,ENERO,INFORME DE TENDENCIAS,ESTRATEGIA CORPORATIVA,REPUTACIÓN Y ESG,"Las marcas que no logren una ""conexión consciente"" basada en la ética y el propósito real quedarán fuera del set de consideración del nuevo consumidor.","Kreab analiza 2026 como el año de la conexión humana y consciente. Las empresas deben transicionar de la comunicación unidireccional a diálogos significativos que aborden la salud mental, la sostenibilidad y la transparencia operativa."
https://www.modaes.com/empresas/awwg-refuerza-su-brazo-logistico-con-dos-nuevas-plataformas-en-mexico-y-dubai,2026,FEBRERO,NOTICIA ESTRATÉGICA,ESTRATEGIA CORPORATIVA,LOGÍSTICA & SUPPLY CHAIN,El fortalecimiento logístico en México y Dubái posiciona a AWWG para dominar el eje de mercados emergentes de alto crecimiento.,"El grupo AWWG (Pepe Jeans, Hackett) expande su infraestructura logística con nuevos centros en México y Dubái. Esta inversión busca optimizar el time-to-market y soportar el agresivo plan de expansión física y digital en estas regiones clave."
https://www.galderma.com/news/galderma-unveils-wake-restylane,2026,FEBRERO,LANZAMIENTO DE PRODUCTO,DERMATOLOGÍA MÉDICA,ESTÉTICA INYECTABLE,"La nueva campaña de Restylane se enfoca en la ""revitalización natural"", alejándose de los resultados artificiales para atraer a un consumidor más joven y preventivo.","Galderma presenta su nueva iniciativa global para la línea Restylane. Bajo el concepto de despertar la vitalidad de la piel, la marca refuerza su liderazgo en rellenos de ácido hialurónico con un enfoque en la personalización de resultados y la seguridad clínica."
https://www.modaes.com/empresas/hoff-sube-la-persiana-de-su-segunda-tienda-en-londres-y-aterrizara-en-mexico-en-abril,2026,FEBRERO,NOTICIA DE RETAIL,ESTRATEGIA CORPORATIVA,EXPANSIÓN GEOGRÁFICA,"El éxito de Hoff demuestra que el ""lifestyle branding"" con una identidad visual potente es capaz de escalar rápidamente en mercados culturales tan distintos como Reino Unido y México.",La marca española Hoff continúa su expansión internacional con la apertura de su segunda tienda en Londres y anuncia su desembarco oficial en México para abril de 2026. La marca busca consolidar su presencia en ciudades globales de referencia.
https://www.industriacosmetica.net/noticias/synsera-labs-la-empresa-de-suplementos-creada-por-influencers-de-nutricion-supera-el--ONQ1X,2026,FEBRERO,NOTICIA FINANCIERA,FINANZAS E INVERSIÓN,INFLUENCER BRANDS,El éxito de Synsera Labs demuestra que la autoridad técnica de los influencers de nutrición es más rentable que la fama genérica.,"Synsera Labs, fundada por influencers especializados, supera sus objetivos de ventas impulsada por la confianza de su comunidad en formulaciones basadas en evidencia, consolidando el modelo de ""Creador-Empresario"" en bienestar."
https://www.industriacosmetica.net/noticias/special-chemicals-presenta-su-nueva-gama-de-pdrn-puro-de-origen-vegetal-R1EuP,2026,FEBRERO,I+D E INNOVACIÓN,I+D E INNOVACIÓN,BIOTECNOLOGÍA VEGETAL,El PDRN vegetal democratiza el acceso a la regeneración celular sin las barreras éticas o regulatorias del origen animal.,"Special Chemicals lanza una gama de PDRN (polidesoxirribonucleótidos) de origen vegetal. Este ingrediente ""estrella"" de la medicina estética coreana ahora puede integrarse en cosmética vegana para promover la reparación profunda del ADN cutáneo."
https://www.modaes.com/empresas/ralph-lauren-supera-previsiones-y-gana-un-28-mas-en-los-nueve-primeros-meses,2026,FEBRERO,INFORME FINANCIERO,FINANZAS E INVERSIÓN,RESULTADOS CORPORATIVOS,"La resiliencia de Ralph Lauren reside en su capacidad para elevar el precio promedio de venta mediante el ""Quiet Luxury"" y la expansión en China.",Ralph Lauren reporta un aumento del 28% en sus beneficios en los primeros nueve meses de su año fiscal. El crecimiento es impulsado por una estrategia de marca más premium y una sólida demanda en el mercado asiático y digital.
https://www.galderma.com/news/galderma-tackles-menopause-related-skin-changes,2026,FEBRERO,NOTICIA ESTRATÉGICA,DERMATOLOGÍA MÉDICA,MENOPAUSE SKINCARE,"Galderma oficializa la menopausia como una categoría médica-estética prioritaria, enfocándose en la pérdida de colágeno hormonal.",Galderma anuncia nuevas iniciativas y protocolos clínicos para abordar los cambios cutáneos durante la menopausia. La estrategia combina inyectables con skincare especializado para tratar la sequedad extrema y la flacidez por déficit de estrógenos.
[Referencia Peluquería Profesional],2026,FEBRERO,INFORME DE TENDENCIAS,CANALES DE VENTA,PROFESIONAL HAIRCARE,"El salón de belleza evoluciona hacia un ""Centro de Salud Capilar"" donde la experiencia física se complementa con diagnóstico digital.","El sector de la peluquería profesional se transforma para satisfacer a un consumidor hiper-informado, priorizando la transparencia en los ingredientes, servicios de diagnóstico capilar con IA y rutinas de mantenimiento personalizadas."
https://www.industriacosmetica.net/noticias/booksy-encabeza-el-sector-de-la-digitalizacion-en-servicios-de-belleza-con-mas-de-116-bk4kn,2026,FEBRERO,NOTICIA ESTRATÉGICA,INTELIGENCIA DE NEGOCIO,DIGITALIZACIÓN RETAIL,La digitalización de la agenda (Booksy) está permitiendo a los salones convertir el tráfico físico en datos accionables para marketing personalizado.,"Booksy se consolida como líder en digitalización de servicios de belleza, superando hitos de usuarios. Su plataforma no solo gestiona citas, sino que ofrece herramientas de fidelización y gestión de inventario para pymes del sector."
https://cosmeticsbusiness.com/what-gen-x-really-want-from-beauty-2026,2026,FEBRERO,ANÁLISIS DE CONSUMIDOR,CONSUMER INSIGHTS,GENERACIÓN X,"La Gen X rechaza el término ""anti-aging"" y exige productos que aborden la salud hormonal y la resiliencia de la piel con total transparencia.","Informe sobre las demandas de la Gen X en 2026: priorizan ingredientes con respaldo científico, soluciones para la menopausia y marcas que celebren el envejecimiento natural sin filtros ni falsas promesas."
https://www.industriacosmetica.net/noticias/isdin-recibe-el-sello-de-empresa-dermosaludable-de-la-fundacion-piel-sana-de-la-aedv-mW8F9,2026,FEBRERO,NOTICIA CORPORATIVA,ESG Y SOSTENIBILIDAD,CERTIFICACIÓN MÉDICA,"El sello ""Empresa Dermosaludable"" eleva la responsabilidad corporativa de Isdin, vinculando la salud de sus empleados con su propósito de marca.","Isdin se convierte en la primera empresa del sector en recibir este sello de la AEDV, reconociendo su labor en la promoción de la prevención del cáncer de piel y el cuidado dermatológico dentro y fuera de la organización."
https://www.linkedin.com/posts/lafarmaciapunto_in-occasione-del-press-day-dedicato-al-lancio-ugcPost-7425199721612337153-j_G7,2026,FEBRERO,POST CORPORATIVO,CANALES DE VENTA,FARMACIA RETAIL,"La farmacia italiana se redefine como un espacio de ""experiencia premium"", compitiendo directamente con las perfumerías de lujo mediante servicios de diagnóstico.","LaFarmacia. presenta su nuevo concepto de tienda durante un press day, destacando la integración de servicios de análisis de piel avanzados y una curaduría de marcas nicho para elevar el ticket promedio en el canal farmacéutico."
https://www.lvmh.com/en/news-lvmh/louis-vuitton-unveils-maison-louis-vuitton-sanlitun-in-beijing,2026,FEBRERO,NOTICIA DE RETAIL,ESTRATEGIA CORPORATIVA,FLAGSHIP EXPERIENCE,"La nueva Maison en Pekín reafirma que el retail físico de ultra-lujo debe ser una ""galería de arte"" para retener al consumidor chino de alto patrimonio.","Louis Vuitton inaugura una imponente Maison en Sanlitun, Pekín. El espacio combina moda, arte y cultura, ofreciendo salones privados y experiencias exclusivas para consolidar su dominio en el mercado de lujo asiático."
https://www.linkedin.com/posts/odella-mx_odellaex-imcas2026-ugcPost-7425229766590541824-wyw-,2026,FEBRERO,POST DE EVENTO,DERMATOLOGÍA MÉDICA,CONGRESO MÉDICO,La presencia de distribuidores mexicanos en IMCAS París subraya la rápida adopción de tecnologías de rejuvenecimiento celular en LATAM.,"Odella México reporta su participación en IMCAS World Congress 2026 en París, identificando las últimas tendencias en inyectables y dispositivos láser para implementarlos en el mercado de medicina estética en México."
https://www.linkedin.com/posts/kpmg_78-of-consumer-retail-ceo-respondents-activity-7425228762574745601-o1oH,2026,FEBRERO,ANÁLISIS EJECUTIVO,ESTRATEGIA CORPORATIVA,CONFIANZA CEO,"El 78% de los CEOs de retail confían en el crecimiento de sus empresas a pesar de la volatilidad, priorizando la inversión en IA para eficiencia operativa.",KPMG revela que los líderes del sector consumo y retail están apostando por la transformación tecnológica y la resiliencia en la cadena de suministro como pilares para el crecimiento en los próximos tres años.
https://www.businessoffashion.com/articles/beauty/beauty-brands-ski-trend/,2026,FEBRERO,ANÁLISIS DE MERCADO,TENDENCIAS DE MERCADO,SKI BEAUTY,"El ""Après-Ski"" se consolida como el nuevo escenario de lujo para el skincare, moviendo el foco de la playa a la protección extrema en la montaña.","BoF analiza cómo las marcas de belleza están invirtiendo en pop-ups y productos específicos para resorts de esquí. Esta tendencia busca capitalizar el estilo de vida de alto patrimonio, fusionando la moda de invierno con la necesidad de reparación de la barrera cutánea."
https://www.industriacosmetica.net/noticias/clariant-y-lucas-meyer-cosmetics-presentan-innovaciones-en-formulacion-para-transform-i4Ib5,2026,FEBRERO,I+D E INNOVACIÓN,I+D E INNOVACIÓN,FORMULACIÓN SENSORIAL,"La neurocosmética y las texturas ""transformadoras"" son las nuevas herramientas para generar lealtad emocional a través del tacto.","Clariant y Lucas Meyer presentan ingredientes que cambian de estado (de aceite a leche, etc.) y activos que estimulan neurotransmisores cutáneos, elevando el acto de aplicación a una experiencia de bienestar mental."
https://www.businessoffashion.com/articles/marketing-pr/meet-the-next-generation-of-influencers/,2026,FEBRERO,ANÁLISIS ESTRATÉGICO,MARKETING Y COMUNICACIÓN,NEXT-GEN INFLUENCERS,"El ""Influencer Curador"" sustituye al ""Influencer Aspiracional"": el consumidor de 2026 busca expertos que filtren el ruido del mercado.",Análisis de la nueva generación de creadores de contenido que priorizan la educación técnica y la transparencia. Las marcas están moviendo presupuestos hacia perfiles que demuestran una autoridad real en ingredientes y sostenibilidad.
https://tecscience.tec.mx/es/salud/expediente-electronico/,2026,FEBRERO,INFORME TÉCNICO,INTELIGENCIA DE NEGOCIO,SALUD DIGITAL,El expediente clínico digital interoperable es la base para la personalización predictiva en dermatología y medicina estética.,"TecScience explora los retos y beneficios del expediente electrónico en México. Para la industria de la belleza médica, esto representa una oportunidad de seguimiento preciso del paciente y la integración de datos para tratamientos preventivos."
https://www.industriacosmetica.net/noticias/isdin-reclama-a-europa-que-actue-ante-las-resenas-falsas-y-la-desinformacion-en-el-ii-YxhAi,2026,FEBRERO,NOTICIA CORPORATIVA,ESTRATEGIA CORPORATIVA,ÉTICA DIGITAL,La lucha contra las reseñas falsas es la nueva frontera de la defensa de marca para mantener la integridad científica en el e-commerce.,Isdin insta a la Unión Europea a legislar de forma más estricta contra la desinformación y las opiniones fraudulentas. La marca argumenta que la salud de la piel está en riesgo cuando los consumidores toman decisiones basadas en datos manipulados.
https://www.businessoffashion.com/events/retail/bof-live-how-retailers-effectively-target-fashion-and-beauty-consumers/,2026,FEBRERO,EVENTO ESTRATÉGICO,CANALES DE VENTA,RETAIL TARGETING,"El éxito del retail moderno depende de la ""hiper-personalización algorítmica"" que predice el deseo antes que la necesidad.","BoF discute con líderes del sector cómo los retailers están usando datos propios para segmentar audiencias de moda y belleza, moviéndose de un marketing de masas a una curaduría individualizada que aumenta la conversión."
https://www.gcimagazine.com/brands-products/skin-care/article/22958894/evolved-by-nature-prestige-skin-cares-vegan-paradox-driven-by-consumer-confusion,2026,FEBRERO,ANÁLISIS DE MERCADO,I+D E INNOVACIÓN,VEGAN PARADOX,"La confusión del consumidor sobre lo ""vegano"" vs. lo ""natural"" está forzando a las marcas de prestigio a redefinir su transparencia técnica.","Evolved by Nature analiza la paradoja del skincare vegano: los consumidores exigen productos sin crueldad, pero a menudo desconocen que esto implica sustitutos sintéticos que no siempre son sostenibles, impulsando el uso de seda líquida activada."
https://www.linkedin.com/posts/anaceciliavaleriochipuli_nu-skin-redefine-el-bienestar-nutricional-activity-7425353794735009792-NN74,2026,FEBRERO,POST CORPORATIVO,TENDENCIAS DE MERCADO,NUTRICOSMÉTICA,"Nu Skin integra el bienestar nutricional con el cuidado de la piel bajo un enfoque de ""biotecnología personalizada"" para el hogar.","Post que destaca el lanzamiento de nuevas soluciones nutricionales de Nu Skin que complementan sus dispositivos de belleza, reforzando el concepto de Beauty-from-within con respaldo científico y personalización."
https://www.globalcosmeticsnews.com/target-rolls-out-largest-ever-spring-beauty-assortment/,2026,FEBRERO,NOTICIA DE RETAIL,ESTRATEGIA CORPORATIVA,MASS-MARKET EXPANSION,"Target se posiciona como el destino definitivo para la ""belleza democrática"", lanzando su mayor surtido de primavera con un fuerte enfoque en diversidad e inclusión.","Target anuncia el despliegue de su catálogo de belleza más extenso hasta la fecha, incluyendo más de 1,000 productos nuevos, marcas fundadas por personas de color y opciones sostenibles a precios accesibles."
https://www.linkedin.com/posts/albalabarca_76-e-commerce-la-gran-oportunidad-activity-7423952077598408704-jElN,2026,FEBRERO,ANÁLISIS DE MERCADO,CANALES DE VENTA,E-COMMERCE ESTRATÉGICO,El e-commerce ya no es un canal opcional; es el motor de crecimiento para las marcas que logran una omnicanalidad sin fricciones.,"Alba Labarca analiza el crecimiento del 76% en las oportunidades de e-commerce, subrayando la necesidad de optimizar la experiencia de usuario y la logística para capitalizar el cambio de hábito en el consumo global."
https://www.linkedin.com/posts/flavioacunaoficial_holistichospitality-wellness-wellnesstourism-activity-7424145787577618432-dOVT,2026,FEBRERO,ANÁLISIS DE MERCADO,TENDENCIAS DE MERCADO,WELLNESS TOURISM,"El turismo de bienestar evoluciona hacia la ""Hospitalidad Holística"", donde el hotel se convierte en un centro de salud preventiva y regeneración.","Flavio Acuña explora cómo la hotelería está integrando servicios de bienestar de 360 grados, desde biohacking hasta nutrición consciente, para atraer a un viajero que busca transformar su salud durante su estancia."
https://www.linkedin.com/feed/update/urn:li:activity:7425413469774163969,2026,FEBRERO,POST CORPORATIVO,ESTRATEGIA CORPORATIVA,LIDERAZGO EJECUTIVO,La consolidación de equipos de alto rendimiento es el activo intangible más valioso para la resiliencia operativa en mercados volátiles.,"Post que destaca la importancia del capital humano y la cultura organizacional en el éxito de las transformaciones corporativas actuales, subrayando el rol de la dirección en la motivación y retención de talento clave."
https://www.marketingdirecto.com/marketing-general/promociones-farmacia-menos-regalos-mas-sencillez,2026,FEBRERO,ANÁLISIS DE MARKETING,CANALES DE VENTA,FARMACIA RETAIL,"El consumidor de farmacia penaliza el exceso de ""promociones de regalo"" y premia la claridad en el precio y el beneficio directo del producto.","Análisis sobre el cambio en el marketing farmacéutico: las marcas están abandonando los regalos promocionales saturados por estrategias de ""Sencillez Radical"", enfocándose en descuentos directos y una comunicación de valor más honesta."
https://cosmeticsbusiness.com/est%C3%A9e-lauder-companies-shares-plummet-despite-q2-rebound,2026,FEBRERO,NOTICIA FINANCIERA,FINANZAS E INVERSIÓN,VOLATILIDAD BURSÁTIL,El mercado bursátil muestra una desconfianza estructural hacia los gigantes del lujo; un Q2 positivo ya no es suficiente si la guía de crecimiento futuro es incierta.,"A pesar de reportar una recuperación en las ventas del segundo trimestre, las acciones de Estée Lauder caen bruscamente. Los inversores reaccionan negativamente ante proyecciones de rentabilidad a largo plazo que sugieren una recuperación más lenta de lo previsto en Asia."
https://www.globalcosmeticsnews.com/essence-expands-into-500-walmart-stores-across-the-us/,2026,FEBRERO,NOTICIA DE RETAIL,ESTRATEGIA CORPORATIVA,MASS-MARKET EXPANSION,"El éxito de Essence en Walmart confirma que la ""belleza democrática"" de alta calidad está desplazando a las marcas tradicionales de supermercado.","La marca de bajo coste Essence expande su presencia a 500 tiendas adicionales de Walmart en EE.UU. Su modelo de negocio, basado en la viralidad de redes sociales y precios ultra-accesibles, sigue ganando cuota de mercado en el retail masivo."
https://www.industriacosmetica.net/noticias/el-maquillaje-refuerza-su-peso-en-la-belleza-europea-con-espana-entre-los-mercados-es-NHfhj,2026,FEBRERO,INFORME DE MERCADO,TENDENCIAS DE MERCADO,CONSUMO EUROPA,"España se consolida como el motor de crecimiento del maquillaje en Europa, impulsado por una recuperación total del uso social y eventos.","Informe sobre la salud del sector en Europa: el maquillaje recupera su peso estratégico frente al skincare. España destaca como uno de los mercados más dinámicos, con una demanda creciente en productos para labios y bases de larga duración."
https://www.nextinbeautymag.com/es/negocio/economia-sector/canal-belleza-motor-crecimiento-consumo-en-retail-perfumeria-en-2025_2628_102.html,2026,FEBRERO,INFORME ECONÓMICO,FINANZAS E INVERSIÓN,RETAIL ESPAÑA,"El sector de la perfumería y cosmética se consolida como el principal dinamizador del retail en 2025, superando a otras categorías de gran consumo.",Análisis del mercado español donde la belleza actúa como motor de crecimiento económico. El aumento del ticket promedio y la resiliencia del consumo premium han impulsado al canal de perfumería a niveles récord de facturación.
https://www.linkedin.com/posts/lor%C3%A9al_createthebeautythatmovestheworld-activity-7425591780709920768-mglo,2026,FEBRERO,POST CORPORATIVO,ESTRATEGIA CORPORATIVA,PROPÓSITO DE MARCA,"L'Oréal refuerza su liderazgo mediante un propósito que trasciende el producto, vinculando la innovación con el impacto social positivo.","L'Oréal comparte su visión ""Create the Beauty that Moves the World"", subrayando que el crecimiento futuro del grupo depende de la intersección entre sostenibilidad, tecnología avanzada (Beauty Tech) e inclusión cultural."
https://www.globalcosmeticsnews.com/nykaa-more-than-doubles-q3-profit-as-beauty-demand-stays-resilient-in-india/,2026,FEBRERO,INFORME FINANCIERO,FINANZAS E INVERSIÓN,MERCADOS EMERGENTES,"Nykaa demuestra que el apetito por la belleza premium en India es estructural y no cíclico, duplicando su rentabilidad en un trimestre.",El gigante del e-commerce indio Nykaa reporta beneficios récord en el Q3. El crecimiento es impulsado por una demanda insaciable de marcas internacionales de prestigio y la expansión de sus propias marcas verticales.
https://beautynewsdaily.com/best-australian-beauty-exports/,2026,FEBRERO,ANÁLISIS DE MERCADO,TENDENCIAS DE MERCADO,A-BEAUTY,"La ""A-Beauty"" (Belleza Australiana) gana terreno global al ofrecer una narrativa de ingredientes botánicos salvajes y una estética de salud sin esfuerzo.","Reporte sobre las exportaciones de belleza más exitosas de Australia. Marcas que utilizan Kakadu Plum y aceites nativos se posicionan como la alternativa ""limpia y eficaz"" a la cosmética tradicional europea."
https://www.linkedin.com/posts/juanjoseibarra_nike-skims-athleisure-activity-7425513486040014848-r5uf,2026,FEBRERO,ANÁLISIS ESTRATÉGICO,MARKETING Y COMUNICACIÓN,LIFESTYLE CROSSOVER,La convergencia entre el bienestar físico y el lujo cotidiano (Athleisure) es el nuevo campo de batalla para las marcas de estilo de vida.,"Juan José Ibarra analiza cómo alianzas como Nike x SKIMS redefinen el mercado del bienestar, sugiriendo que la belleza debe integrarse en el ecosistema del ""confort premium"" para seguir siendo relevante."
https://www.modaes.com/empresas/lvmh-releva-a-guillaume-henry-en-patou-tras-siete-anos-al-frente-de-su-relanzamiento,2026,FEBRERO,NOTICIA CORPORATIVA,ESTRATEGIA CORPORATIVA,LIDERAZGO CREATIVO,"El cambio en Patou señala una fase de ""madurez comercial"" donde LVMH priorizará la rentabilidad y el retail sobre la experimentación creativa.","LVMH anuncia la salida de Guillaume Henry de Patou. Tras siete años enfocados en reconstruir el ADN de la marca, el grupo busca un nuevo perfil que acelere el crecimiento en accesorios y perfumes, pilares de rentabilidad del lujo."
https://www.globalcosmeticsnews.com/estee-lauder-shares-slump-despite-earnings-beat-and-higher-outlook/,2026,FEBRERO,NOTICIA FINANCIERA,FINANZAS E INVERSIÓN,VOLATILIDAD BURSÁTIL,La desconexión entre el rendimiento operativo (superar ganancias) y la confianza del mercado subraya el miedo al estancamiento en China.,"A pesar de superar las expectativas de beneficios y elevar su guía anual, las acciones de Estée Lauder sufren una caída. Los inversores castigan la lentitud en la recuperación de márgenes frente a competidores más ágiles."
https://www.globalcosmeticsnews.com/kao-reports-fy2025-results-and-updates-financial-reporting-framework/,2026,FEBRERO,INFORME FINANCIERO,ESTRATEGIA CORPORATIVA,TRANSPARENCIA FINANCIERA,Kao adopta un marco de reporte más transparente para atraer inversión extranjera y alinear su división de cosmética con estándares globales.,El gigante japonés Kao presenta sus resultados de 2025 y actualiza su marco financiero. El objetivo es desglosar mejor el rendimiento de su portafolio de belleza (como Molton Brown) para maximizar el valor para el accionista.
https://ideas.pwc.es/archivos/20260206/como-dos-marcas-estan-transformando-el-sector-de-la-belleza/,2026,FEBRERO,ANÁLISIS ESTRATÉGICO,TENDENCIAS DE MERCADO,TRANSFORMACIÓN DIGITAL,"La ventaja competitiva ya no reside en el producto, sino en la capacidad de orquestar ecosistemas de datos y comunidades leales.",PwC analiza cómo dos marcas disruptoras han redefinido la categoría mediante el uso de IA para la personalización extrema y modelos de suscripción que garantizan ingresos recurrentes y datos directos del consumidor.
https://cosmeticsbusiness.com/coty-interim-ceo-unveils-turnaround-strategy-coty-curated,2026,FEBRERO,NOTICIA ESTRATÉGICA,ESTRATEGIA CORPORATIVA,TURNAROUND PLAN,"Coty Curated es la apuesta del grupo para simplificar su portafolio y enfocarse exclusivamente en marcas con potencial de ""estatus de culto"".",El CEO interino de Coty revela la estrategia de reestructuración centrada en la curaduría. El plan implica desinvertir en marcas secundarias para concentrar inversión en potencias como Kylie Cosmetics y su división de fragancias de lujo.
https://beautynewsdaily.com/the-biggest-fragrance-trends-of-2026/,2026,ENERO,INFORME DE TENDENCIAS,TENDENCIAS DE MERCADO,FRAGANCIAS,"La perfumería de 2026 abandona la ""proyección invasiva"" para centrarse en el bienestar personal, con el auge de los skin scents y notas umami.","Reporte sobre las tendencias olfativas del año: predominan las fragancias que imitan el olor natural de la piel (your-skin-but-better), el uso de ingredientes culinarios salados y la búsqueda de conexiones emocionales a través del olfato."
https://beautynewsdaily.com/party-of-you-is-the-new-skincare-brand-for-late-nights-and-lazy-mornings/,2026,FEBRERO,LANZAMIENTO DE PRODUCTO,MARKETING Y COMUNICACIÓN,COUNTER-WELLNESS,"El ""counter-wellness"" triunfa al validar el estilo de vida real de la Gen Z, sustituyendo la culpa de las rutinas estrictas por el control de daños.","Maesa lanza Party of You, una marca de skincare diseñada para la recuperación post-fiesta. Con productos rápidos y multiactivos, se posiciona en contra de la presión de las rutinas de bienestar perfectas, enfocándose en la desinflamación y rehidratación inmediata."
https://beautynewsdaily.com/kourtney-and-kylie-just-made-glazed-skin-an-inside-out-thing/,2026,FEBRERO,ESTRATEGIA DE RETAIL,ESTRATEGIA CORPORATIVA,NUTRICOSMÉTICA,"La tendencia ""Glazed Skin"" evoluciona hacia un ecosistema híbrido: el brillo ya no solo se aplica, se ingiere para lograr una regeneración celular profunda.","Kourtney Kardashian (Lemme) y Kylie Jenner (Kylie Cosmetics) lanzan las Skin Glaze Gummies. El producto utiliza espermidina (""molécula de la juventud"") para promover el brillo desde el interior, complementando el lanzamiento de bálsamos tópicos para un efecto 360°."
https://www.linkedin.com/pulse/d%C3%B3nde-comprar%C3%A1-la-generaci%C3%B3n-alfa-los-productos-de-alba-labarca-le%C3%B3n-janle/,2026,ENERO,ANÁLISIS ESTRATÉGICO,CONSUMER INSIGHTS,GENERACIÓN ALFA,"La Gen Alfa exigirá un retail ""phygital"" donde la tienda física funcione como un patio de recreo interactivo y el e-commerce sea 100% gamificado.",Alba Labarca analiza los hábitos de consumo de la Generación Alfa. Destaca que sus decisiones de compra estarán ligadas a plataformas como Roblox/Fortnite y que el punto de venta físico deberá centrarse en la experiencia inmersiva para competir con la inmediatez digital.
https://www.consalud.es/salud35/internacional/veradermics-debuta-en-bolsa-con-fuerza-y-apuesta-por-un-minoxidil-oral-para-la-caida-del-cabello.html,2026,FEBRERO,NOTICIA FINANCIERA,FINANZAS E INVERSIÓN,SALUD CAPILAR,"El minoxidil oral de liberación prolongada es la apuesta definitiva para sustituir al tópico, eliminando los problemas de adherencia y efectos secundarios.","Veradermics debuta en bolsa tras el éxito de sus ensayos fase 3 con VDPHL01. Esta nueva pastilla de minoxidil oral promete ser el estándar de oro contra la alopecia androgénica, atrayendo un fuerte interés de inversores por su potencial de mercado masivo."
https://www.linkedin.com/posts/pharmacydesign_rossmann-farmacia-retailfarmaceutico-share-7424535684255866881-ECLh,2026,FEBRERO,ANÁLISIS DE RETAIL,CANALES DE VENTA,RETAIL HÍBRIDO,"El modelo de Rossmann demuestra que la farmacia del futuro debe integrar salud, belleza y conveniencia para maximizar el tráfico y la recurrencia.",Análisis de la expansión de Rossmann y su impacto en el diseño de farmacias. Se destaca cómo la disposición del espacio y la mezcla de categorías (salud + droguería) están redefiniendo las expectativas del consumidor en el punto de venta físico.
https://www.linkedin.com/posts/revista-merca2-0-80786492_nestl%C3%A9-impulsa-normas-globales-tras-crisis-activity-7425221712541286400-lMYv,2026,FEBRERO,NOTICIA CORPORATIVA,ESG Y SOSTENIBILIDAD,GESTIÓN DE CRISIS,La transparencia proactiva en estándares de calidad es la única defensa efectiva contra el escrutinio público en la era de la información total.,"Tras enfrentar una crisis de reputación, Nestlé lidera una iniciativa para establecer normas globales de seguridad alimentaria y nutrición más estrictas, buscando recuperar la confianza del consumidor mediante el liderazgo en transparencia."
https://www.weforum.org/press/2026/01/new-report-calls-for-stronger-evidence-and-transparency-to-unlock-investment-in-women-s-health/,2026,ENERO,INFORME ESTRATÉGICO,FINANZAS E INVERSIÓN,WOMEN'S HEALTH,La falta de datos específicos de género es el principal cuello de botella para la inversión masiva en el mercado de la salud femenina.,"El Foro Económico Mundial publica un informe instando a una mayor transparencia y rigor científico en la investigación sobre salud de la mujer. El objetivo es atraer capital hacia innovaciones en fertilidad, menopausia y longevidad femenina."
https://www.linkedin.com/posts/lacoste_lacoste-teamlacoste-ugcPost-7425579026725044224-itk-,2026,FEBRERO,POST CORPORATIVO,MARKETING Y COMUNICACIÓN,SPORTS LIFESTYLE,"Lacoste capitaliza la ""cultura de equipo"" para mover el foco del producto hacia la identidad y el sentido de pertenencia de su comunidad global.","Lacoste presenta a los nuevos miembros de su equipo global, reforzando su posicionamiento en la intersección entre el tenis de alto rendimiento y la moda urbana de lujo bajo el concepto ""Team Lacoste""."
https://www.linkedin.com/feed/update/urn:li:activity:7425628583668207618,2026,FEBRERO,ANÁLISIS EJECUTIVO,ESTRATEGIA CORPORATIVA,CULTURA DE TRABAJO,El éxito en la implementación de nuevas tecnologías depende más de la agilidad cultural del equipo que de la potencia de la herramienta misma.,"Reflexión sobre la transformación digital en las organizaciones, subrayando que la formación continua y el acompañamiento emocional de los empleados son críticos para evitar la resistencia al cambio en procesos de innovación."
